[00000.00-00006.66] 好的,同学们,我们书接上回进入到第二节内容的学习,就是我们所说的先行
[04817.38-04819.14] 因為未軍有很久哦
[04819.14-04823.14] 所以這種情況之下,結果韓國那一天七國來就打了一年多
[04823.14-04824.66] 給美國消耗的不行
[04824.66-04825.46] 後來呢
[04826.10-04829.06] 這種情況之下呢,這個七國就出兵了
[04829.06-04831.22] 其我出兵去和那个
[04831.22-04832.78] 立军做战的时候
[04832.78-04835.22] 他知道旁军这个人很骄傲的
[04835.22-04836.94] 所以就利用他的心理
[04836.94-04837.90] 让他上到
[04837.90-04839.10] 怎么去上当呢
[04839.10-04840.58] 当时他就搞了一个
[04840.58-04841.82] 就做剪造技
[04841.82-04843.18] 我们就做剪造诱敌
[04843.18-04844.30] 就是第一天的时候
[04844.30-04845.70] 我们就丢起
[04845.70-04846.82] 多少人的这种
[04846.82-04847.94] 我们所说的造剧
[04847.94-04849.34] 第二天丢多少人造剧
[04849.34-04851.22] 然后就给他造成一个说
[04851.22-04852.82] 这个奇怪还没等的打
[04852.82-04854.26] 就已经下跑了这种假象
[04854.26-04856.58] 结果果然旁军上到了
[04856.58-04858.70] 上到了之后就在马林这个地方
[04858.70-04859.94] 当时有个马灵斗
[04859.94-04861.68] 那马灵这个地方就开始
[04861.68-04862.66] 去摄这个买伙
[04862.66-04864.84] 而且在数上的树皮砍掉
[04864.84-04865.88] 在上面写了什么呢
[04865.88-04867.56] 就要旁军死于树下
[04867.56-04868.18] 后来呢
[04868.18-04869.78] 这个旁军所摔领的
[04869.78-04870.58] 微国军队
[04870.58-04871.38] 看到这种情况
[04871.38-04872.28] 果然打不过
[04872.28-04873.34] 最后就怎么样呢
[04873.34-04874.50] 就自杀了
[04874.50-04875.54] 所以在这里面
[04875.54-04877.58] 就了我们所说的这种
[04877.58-04878.42] 剪造
[04878.42-04880.22] 剪造幽敌的这样的一个说法
[04880.22-04881.04] 所以在这里面
[04881.04-04882.26] 这是我们所说的
[04882.26-04884.62] 有关于规刘之战和马灵之战
[04884.62-04886.74] 这是我们所说的旁军和孙命之间的
[04886.74-04888.06] 这样的一个故事
[04888.06-04891.50] 那還有一個呢 就是在戰國當中比較主要的一個戰衣
[04891.50-04892.58] 是長平之戰
[04892.58-04894.46] 長平之戰呢就不是其類之間了
[04894.46-04897.54] 而是請國再去爭法六國的過程當中
[04897.54-04900.34] 他和照國之間的這樣的一個戰爭
[04900.34-04902.82] 在這個請國和這個照國
[04902.82-04904.70] 他在去打說怎麼說
[04904.70-04907.62] 這個長平之戰怎麼贏活引到了照國身上
[04907.62-04909.82] 就最開始的時候是請國去攻打誰呢
[04909.82-04912.34] 請國去攻打我們所說的這個韓國
[04912.34-04914.10] 韓國那一看 請國來打我了
[04914.10-04916.38] 他就想把這個獲釋的推給照國
[04916.38-04918.98] 于是这个地方出现了两个点过
[04918.98-04919.78] 哪两点过呢
[04919.78-04920.72] 第一个点过就是
[04920.72-04922.34] 韩国就给照国写线
[04922.34-04923.54] 说秦国来打我了
[04923.54-04924.78] 说你来帮帮我呆
[04924.78-04925.66] 你来帮我呢
[04925.66-04926.62] 我也不是给你
[04926.62-04927.58] 不给你好处
[04927.58-04928.22] 我这样
[04928.22-04930.74] 我把我的土地上的十七座城匙
[04930.74-04931.50] 哥给你
[04931.50-04932.38] 你来帮我
[04932.38-04934.78] 公打我们所说的这个秦国好不好
[04934.78-04937.10] 然后这个韩国就给照国国军写线
[04937.10-04938.66] 照国军一看这个事
[04938.66-04940.66] 就把当时的照国当中的谁呢
[04940.66-04942.94] 就把当时照国当中的平原军
[04943.90-04944.82] 就叫来了
[04944.82-04946.54] 比如人均就来说说你看
[04946.54-04948.78] 韩国说给我们17座城尺
[04948.78-04951.06] 让我们帮他去打这个情况
[04951.06-04952.14] 咱们去不去
[04952.14-04954.34] 然后平均就造胜了
[04954.34-04956.06] 然后平均就说那得去
[04956.06-04956.42] 对吧
[04956.42-04959.22] 咱们打很多年都不一定能打下来一个城尺
[04959.22-04960.30] 他现在给17个
[04960.30-04961.62] 这太可适了
[04961.62-04962.14] 对吧
[04962.14-04963.26] 你咱们再来去打
[04963.26-04966.66] 于是他就平均就说服我们所说的造王
[04966.66-04968.74] 结果就去打了我们所说情况
[04968.74-04970.62] 所以就了我们所说的场平之战
[04970.62-04972.10] 而平均这一个举动
[04972.10-04973.50] 其实相当于是不明治的
[04973.50-04973.82] 对吧
[04973.82-04977.14] 所以在这里面我们有一个点故叫做立令智婚男
[04979.20-04981.76] 叫做立令智婚,叫做立令智婚
[04981.76-04984.58] 所以被这种立于冲锅了头脑
[04984.58-04988.66] 结果的派军40万大军去和我们所说的秦军对战
[04988.66-04992.50] 没有大过,对吧40万大军全部被空沙了,全部被空沙了
[04992.50-04995.84] 在这开始的时候呢,其实也不至于也不至于
[04995.84-05000.96] 当时秦国派出来的这个将军是白期,照国派出去的事情是联坡
[05000.96-05002.50] 联坡老将
[05002.50-05004.74] 所以他知道手承的这个庄行
[05004.74-05007.42] 所以他在承内就是一直带着也不出来
[05007.42-05009.70] 然后白习就说他不出来为打进去
[05009.70-05010.90] 那这个时候太消耗了
[05010.90-05013.10] 于是白习就造状 造状杀
[05013.10-05015.58] 说连迫有战承而不公
[05015.58-05018.58] 说白了就是连迫他其实对赵王有二星
[05018.58-05020.18] 然后赵王一星要出连迫有二星
[05020.18-05020.94] 那能行嘛
[05020.94-05023.22] 然后这个白习就造了另外一个状
[05023.22-05025.54] 啥状呢就说我白习打了这么多年的账
[05025.54-05026.82] 从来没怕我别人
[05026.82-05027.34] 对吧
[05027.34-05028.62] 我最怕的这种谁呢
[05028.62-05030.14] 最怕的就是赵扩
[05030.66-05032.06] 为赵扩他敌人
[05032.06-05034.58] 也是一个非常有名的教掉
[05034.58-05036.66] 所以照顾从小熟悼冰说
[05036.66-05037.86] 所以我最怕照顾
[05037.86-05039.10] 然后呢照王一听
[05039.10-05040.18] 他怕照顾
[05040.18-05041.54] 那我就把照顾拍过去
[05041.54-05042.66] 就照顾一去
[05042.66-05044.14] 打开上面跟人家对战
[05044.14-05045.18] 结果让人买负了
[05045.18-05046.18] 所以就了说
[05046.18-05047.62] 看很多冰说没有用
[05047.62-05048.86] 所以照顾干完呢
[05048.86-05050.86] 只上谈兵 只上谈兵
[05050.86-05051.90] 所以最后呢
[05051.90-05052.78] 照军大外
[05052.78-05054.34] 四软大军被空沙
[05054.34-05056.90] 相当于这个国家所有的军队主力
[05056.90-05058.18] 全部都没有了
[05058.18-05059.30] 所以这个时候呢
[05059.30-05060.06] 照顾
[05060.06-05062.74] 这个气言或者是原期大商
[05062.74-05066.42] 所以很快共大了韩国就把照国收了
[05066.42-05068.22] 所以这是我们所说的场平之战
[05068.22-05069.42] 所以场平之战当中
[05069.42-05071.42] 需要同学们掌握的两个点物
[05071.42-05073.14] 这是和两个人物有关
[05073.14-05075.26] 一个是照扩的纸上谈兵
[05075.26-05077.98] 一个是平线军造射 立令之婚
[05077.98-05080.22] 而场平之战他有自己的地位
[05080.22-05081.58] 大家要再旁边标准一下
[05081.58-05083.98] 他是中国
[05083.98-05088.50] 他是中国古代军事史上
[05088.50-05094.12] 古代军事,军事史上,古代军事史上,最早。
[05095.62-05098.26] 最早,然后规模最大。
[05101.30-05104.30] 规模最大,最彻底的箭围站。
[05107.30-05110.30] 最彻底的,没箭站。
[05112.90-05114.18] 最彻底的没箭站。
[05114.18-05116.94] 所以规模知道,40万大军被空沙。
[05116.94-05118.06] 40万大被空沙。
[05118.06-05120.36] 足以能夠看到我們前面所說的
[05120.36-05121.90] 就是整個戰國時期
[05121.90-05123.90] 他的戰爭的這樣的一個殘酷性
[05123.90-05124.90] 戰國殘性
[05124.90-05126.64] 這是主要的戰異
[05126.64-05128.10] 除了這個主要戰異之外
[05128.10-05129.42] 其實在戰國當中
[05129.42-05131.30] 還有一些就是戰國思工子
[05131.30-05132.22] 這個戰國思工子的
[05132.22-05134.02] 可好性相對於前面
[05134.02-05135.22] 就會弱一些
[05135.22-05136.14] 所以同時在戰
[05136.14-05137.98] 只要有一個大概的印象就行了
[05137.98-05139.56] 比如說美國的衛無際
[05139.56-05140.96] 這是我們所說的吸靈軍
[05140.96-05142.90] 吸靈軍最為典型的一個
[05142.90-05144.28] 我們所說的這個
[05145.26-05147.26] 典故就是我們所說的叫做
[05147.26-05150.08] 信任君欺负救照信任君欺负救照
[05150.08-05151.82] 这是我们所说的信任君
[05151.82-05153.86] 信任君和平原君之间
[05153.86-05155.10] 其实是有一定关系的
[05155.10-05156.48] 就是在这里
[05156.48-05158.36] 当年是我们所说的
[05158.36-05160.66] 情国公拿照国的时候
[05160.66-05162.38] 情国公拿照国的时候
[05162.38-05165.68] 当时这个
[05165.68-05168.58] 照国就派去找这个魅国帮忙
[05168.58-05169.78] 找魅国帮忙之后
[05169.78-05171.50] 魅国派了十万大军
[05171.50-05172.50] 去帮那几个
[05172.50-05173.84] 但是情国说了
[05173.84-05175.00] 说你魅国别过来
[05175.00-05176.10] 你们魅国要来了
[05176.10-05177.90] 你沒有來囉打完套就打你
[05177.90-05179.90] 結果當時這個位國也比較氣氛
[05179.90-05180.50] 這個情供
[05180.50-05182.10] 所以人士派出去了
[05182.10-05185.30] 但是住家在我們所說的外面沒有打進去
[05185.30-05186.70] 然後當時平原軍
[05186.70-05187.90] 看說人都打來了
[05187.90-05190.30] 你的軍隊來都來了不進來幫忙
[05190.30-05191.30] 那這種情況之下
[05191.30-05192.70] 他就平原軍就給誰呢
[05192.70-05194.10] 平原軍就給信靈軍寫信
[05194.10-05195.30] 所以你可以不管我
[05195.30-05196.10] 可以不管照顧
[05196.10-05197.50] 那你不管解決了嗎
[05197.50-05199.60] 然後當時這個信靈軍
[05199.60-05201.00] 一聽對啊我解還在那兒
[05201.00-05201.50] 對吧
[05201.50-05203.30] 他解就是平原軍寫的
[05203.30-05205.10] 所以我解還在那
[05205.10-05210.80] 然後就在這個我們所說的美國的這個未王的七這個一個
[05210.80-05215.84] 統飛的幫助之下把這個冰服拿走了然後呢解了我們所說的照顧之為
[05215.84-05217.18] 所以叫做恰服就照
[05217.18-05222.50] 而一方面呢 平安軍向其國求救啊就是給我們所說的信任軍血系
[05222.50-05223.54] 另一方面呢
[05223.54-05227.62] 平安軍也認識到如果只是美國這個國家的話
[05227.62-05230.78] 他不足以也是我們所說的琴國感到巨蛋
[05230.78-05234.54] 所以呢他現在想要幹嘛呢想要去說服韓國幫忙他
[05234.54-05238.64] 所以他在小去岁幅韩国的过程当中
[05238.64-05244.02] 他就说我找20个人得利的人文物双权人跟我一块去韩国
[05244.02-05245.80] 所以我选了选了19个
[05245.80-05247.84] 第二时没有选出来
[05247.84-05249.14] 然后最后他说谁去
[05249.14-05251.94] 这时候就有了另外一个点过就是毛岁字件
[05251.94-05252.98] 毛岁说我去
[05252.98-05255.02] 当时这个平安局就说
[05255.02-05257.84] 说你去的话我怎么没有见过你
[05257.84-05259.88] 对吧你是什么时候来的
[05259.88-05262.18] 在我这个标做门客做了多么时间
[05262.18-05265.12] 然后当时毛岁就说,说我三年秋就来了
[05265.12-05269.22] 然后这个便宜就说,说三年已经就来了,说我怎么没有见过你呢
[05269.22-05271.40] 然后他当时就说了说,说什么呢
[05271.40-05274.74] 说真的都是在不能当中才能退有而出的
[05274.74-05276.32] 所以毛岁就说了这么一句话
[05276.32-05279.72] 所以就有了我们所说的退有而出,这样的一个成语
[05279.72-05282.92] 然后结果他们去到了我们所说的这个储国
[05282.92-05285.22] 不是很果,是着储国
[05285.22-05287.26] 他们去到了这个储国之后呢
[05287.26-05289.26] 然后其实是想要睡不储王啊
[05289.26-05296.62] 跟他们一起去对抗我们所说的照国的结果就是这么一个事
[05296.62-05298.98] 我们明眼就能看出来说
[05298.98-05304.10] 如果楚国和照国联军的话是一件比较合理的事对双方都好
[05304.10-05307.30] 结果他们和召亡商量离商务都没有商量下来
[05307.30-05309.26] 结果这个毛岁就说了
[05309.26-05313.10] 说很明显说合众是有利的不合是有害的
[05313.10-05314.78] 说你咋就想不明白
[05314.78-05318.06] 而且声音特别大跟这个召亡说召亡就生气了
[05318.06-05320.38] 说你是谁的人啊,那国的人
[05320.38-05322.02] 然后呢,这个时候
[05322.26-05323.30] 毛税就跟他说
[05323.30-05325.22] 说你看你现在这么大生活说话
[05325.22-05327.94] 无非就是照着你们储国兵力强盛了
[05327.94-05330.54] 然后呢,毛税就开始往那个台阶上走
[05330.54-05332.02] 然后手里就按着这个件
[05332.02-05333.02] 他说你看
[05333.02-05336.50] 他说现在呢,我与大王之后几部的距离
[05336.50-05339.58] 他说这,声音来你到底合不合作,这就不好说了
[05339.58-05340.94] 他就误着建筑往前走
[05340.94-05343.42] 然后当着唐一天,他说的其实也有道理
[05343.42-05346.62] 然后就跟他说什么呢,就跟这个毛税说了这样一番话
[05346.62-05347.86] 说债法话说什么呢
[05347.86-05352.42] 说毛先生一致处而造重于九顶大女
[05352.42-05354.30] 说你这话的分量很重要
[05354.30-05356.70] 于是就有了这样的一言九顶的说法
[05356.70-05357.66] 而且说他什么呢
[05357.66-05359.14] 说他三寸之蛇
[05359.14-05360.50] 可地百万熊师
[05360.50-05361.98] 所以这些都使用来形容谁
[05361.98-05363.18] 都是熊带毛碎的
[05363.18-05365.62] 这都来自于毛碎自见这样一个故事
[05365.62-05367.42] 所以这是我们所说的这个
[05368.02-05369.62] 有关于平安均
[05369.62-05372.34] 他和他有关的相的点顾
[05372.34-05373.46] 和他有关的相点顾
[05373.46-05374.26] 但是注意下
[05374.58-05376.06] 毛碎是他的门客
[05376.06-05379.34] 还有两个人是梦长军 梦长军 基明狗道
[05379.34-05381.30] 然后春圣金一花节目
[05381.30-05383.54] 基明狗道的话 春圣梦长军 天文
[05383.54-05385.78] 被人抓走了之后 他想跑
[05385.78-05388.06] 跑之后 然后成文不开
[05388.06-05390.66] 他首先有个门课 这善长学机枪
[05390.66-05393.14] 然后结果这个机枪 整个买成的大攻击
[05393.14-05395.86] 因为天亮都跟着就要成文打开 他就走了
[05395.86-05397.46] 这梦长军 基明狗道
[05397.46-05399.06] 春圣金一花节目
[05399.06-05403.70] 因为节目就是当时 楚国的黄西
[05403.70-05405.06] 大家也都知道 对吧
[05405.06-05408.60] 春身軍他把他的兒子當時就分了他兒子
[05408.60-05409.96] 春身軍當時
[05410.96-05412.64] 他釋放的軍王
[05412.64-05413.96] 就是沒有孩子
[05413.96-05416.56] 沒有孩子之後後來有一個人就現了一個美女
